feed,title,long_url,short_url
GN:T:CC,"Biden moving forward, Trump refuses to concede - 13 ON YOUR SIDE",https://www.youtube.com/watch?v=yeTxF8L0xFk,
GN:T:CC,Here's who's on President-elect Biden's newly formed Transition Covid-19 Advisory Board - CNN,https://www.cnn.com/2020/11/09/health/members-of-biden-covid-19-advisory-board/index.html,
GN:T:CC,How Biden’s environmental promises will likely affect Chicago after four years of Trump - Chicago Sun-Times,https://chicago.suntimes.com/politics/2020/11/9/21557494/bidens-evironmental-policies-trump-epa-clean-air-climate-change-pollution-chicago,
