feed,title,long_url,short_url
YT:TheFitnessMaverick,Staggered Stance Hip Thrust | The Fitness Maverick Online Coaching,https://youtu.be/hDGvofCXtX8,
YT:TheFitnessMaverick,American Hip Thrust | The Fitness Maverick Online Coaching,https://youtu.be/bLRoSDnrKiI,
YT:TheFitnessMaverick,Barbell Box Squat | The Fitness Maverick Online Coaching,https://youtu.be/bbvqyeXtues,
YT:TheFitnessMaverick,Cyclist Back Squat | The Fitness Maverick Online Coaching,https://youtu.be/uC3Mo3BGoic,
YT:TheFitnessMaverick,Inverted Hamstring Curl | The Fitness Maverick Online Coaching,https://youtu.be/nnw-OtNCqTg,
YT:TheFitnessMaverick,Cheats Eccentric Barbell Curl | The Fitness Maverick Online Coaching,https://youtu.be/jfJ9C2mm0js,
YT:TheFitnessMaverick,Inverted Rows | The Fitness Maverick Online Coaching,https://youtu.be/5xzJ-kOXFIY,
YT:TheFitnessMaverick,Narrow Grip Bench Press | The Fitness Maverick Online Coaching,https://youtu.be/0y6at4Qsp_I,
YT:TheFitnessMaverick,Low Incline Bench Press | The Fitness Maverick Online Coaching,https://youtu.be/8wuY9efePhA,
YT:TheFitnessMaverick,Paused Bench Press | The Fitness Maverick Online Coaching,https://youtu.be/REw86ea4eCY,
