feed,title,long_url,short_url
GN:T:NF,Letters: Nuclear fusion | Parking minimums | Council replacements | Legalized jaywalking | Solar compensation | State reparations - The Mercury News,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3Lm1lcmN1cnluZXdzLmNvbS8yMDIyLzEyLzE1L2xldHRlcnMtMTA4NtIBOGh0dHBzOi8vd3d3Lm1lcmN1cnluZXdzLmNvbS8yMDIyLzEyLzE1L2xldHRlcnMtMTA4Ni9hbXAv?oc=5,https://da.gd/N6V6
