feed,title,long_url,short_url
YT:DeepMind,DeepMind x UCL | Deep Learning Lectures | 12/12 | Responsible Innovation,https://youtu.be/MhNcWxUs-PQ,
YT:DeepMind,DeepMind x UCL | Deep Learning Lectures | 11/12 | Modern Latent Variable Models,https://youtu.be/7Pcvdo4EJeo,
