feed,title,long_url,short_url
TechXplore,Pandemic hits Comcast 2Q; Peacock service has 10M sign-ups,https://techxplore.com/news/2020-07-pandemic-comcast-2q-peacock-10m.html,https://j.mp/30W94eQ
