feed,title,long_url,short_url
YT:AWS,Get Animated | Accenture | Amazon Web Services,https://youtu.be/YLTNvVz9N0U,
YT:AWS,Get Animated | Ingram Micro Cloud | Amazon Web Services,https://youtu.be/Kb8AGgdhWB4,
YT:AWS,Get Animated | Intel | Amazon Web Services,https://youtu.be/7_JLE9J5Zsk,
