feed,title,long_url,short_url
GN:T:AGI,"Baby AGI & AutoGPT. Things are moving fast | by HungryMinded | Seeds For The Future | May, 2023 - Medium",https://news.google.com/rss/articles/CBMipQFodHRwczovL21lZGl1bS5jb20vc2VlZHMtZm9yLXRoZS1mdXR1cmUvYmFieS1hZ2ktYXV0b2dwdC00ZGEyOGE5NTVkNTc_c291cmNlPXRvcGljc192Mi0tLS0tLS0tLTQ4LTg0LS0tLS0tLS0tLS0tLS0tLS0tLS1lM2Y1NTczMF9lYjZjXzQwZTFfODYyZV9lMmU4MDk1MDQ4ZjktLS0tLS0tMTfSAQA?oc=5,https://da.gd/TTd20
