feed,title,long_url,short_url
GN:T:AI,"Rafael seeks to outfit IDF with drones, robots that spot threats by themselves - The Times of Israel",https://www.timesofisrael.com/rafael-seeks-to-outfit-idf-with-drones-robots-that-spot-threats-by-themselves/,https://j.mp/34JtBG8
GN:T:AI,The path forward for science under a new administration | TheHill - The Hill,https://thehill.com/blogs/congress-blog/politics/531685-the-path-forward-for-science-under-a-new-administration,https://j.mp/3ruBysx
GN:T:AI,Opinion | Mark Shields Gave Us the Best of Commentary - The New York Times,https://www.nytimes.com/2020/12/27/opinion/letters/mark-shields-pbs.html,https://nyti.ms/2JqPouU
