feed,title,long_url,short_url
YT:AWS,Consumption Reallocation using SQL | Amazon Web Services,https://youtu.be/oS_lgyHkcWg,
YT:AWS,IBM Concert Technical Architecture | Amazon Web Services,https://youtu.be/05uJurgrrtE,
YT:AWS,IBM Concert on AWS Overview | Amazon Web Services,https://youtu.be/jKQvxBpEv90,
YT:AWS,IBM MQ on Amazon EC2 | Amazon Web Services,https://youtu.be/iaPjZYzgvWc,
YT:AWS,CloudOps: IBM Instana/ IBM Turbonomic/ IBM Apptio. | Amazon Web Services,https://youtu.be/xt0YVuUfurg,
YT:AWS,IBM MQ on containers | Amazon Web Services,https://youtu.be/bBJsl9QFt_4,
YT:AWS,IBM Verify Identity Protect (OEM) | Amazon Web Services,https://youtu.be/jOu4xYL-eUE,
YT:AWS,IBM Sterling OMS on AWS + Integrations | Amazon Web Services,https://youtu.be/uqEAuKZhh9k,
YT:AWS,IBM Granite Value Proposition and Use case | Amazon Web Services,https://youtu.be/QPb7cV3B0p8,
YT:AWS,watsonx.gov + Amazon SageMaker Lifecycle Diagram | Amazon Web Services,https://youtu.be/jvjFlmqoJ48,
