feed,title,long_url,short_url
GN:T:SL,"CP&DR News Briefs May 24, 2022: Desal Plant Rejection; Wildfire Danger; Owens Valley Historic Designation; and More - CP&DR - California Plannning and Development Report",https://cp-dr.com/articles/cpdr-news-briefs-may-24-2022,
