feed,title,long_url,short_url
YT:AWS:Events,AWS Summit ASEAN 2023 | AI-ming the future: Harnessing AI/ML for FIs (FSI201),https://youtu.be/C-mNmTFbFBw,
YT:AWS:Events,AWS Summit ASEAN 2023 | Building a FinOps practice to realise the true value of cloud (CFM201),https://youtu.be/7alxr5l9_CI,
YT:AWS:Events,AWS Summit ASEAN 2023 | Simplify data management with modern data architecture on AWS (INSO203),https://youtu.be/hwF0AZaUc6U,
YT:AWS:Events,AWS Summit ASEAN 2023 | Building MoneySmart's personalised recommendations engine on AWS (INSO202),https://youtu.be/PTZOq3hhaaQ,
YT:AWS:Events,AWS Summit ASEAN 2023 | Improve your customer retention with AWS AI/ML Tooling (INSO201),https://youtu.be/cn0l7NtcbF4,
YT:AWS:Events,AWS Summit ASEAN 2023 | Best practices for Serverless developers (MODO302),https://youtu.be/bDGiN6LWm58,
YT:AWS:Events,AWS Summit ASEAN 2023 | Improve performance & security of Enterprise Workloads on AWS (MOD301),https://youtu.be/m4d6SHlvGNs,
YT:AWS:Events,AWS Summit ASEAN 2023 | Scaling large language models with AWS Silicon (EMT302),https://youtu.be/SPzjSx9HTN8,
YT:AWS:Events,AWS Summit ASEAN 2023 | Web3 builders redefining the internet with AWS (EMT201),https://youtu.be/f_FrKsm9QHg,
YT:AWS:Events,AWS Summit ASEAN 2023 | LIVE Technical Keynote (TKEY001),https://youtu.be/v2M9X70XbBY,
