feed,title,long_url,short_url
YT:AWS,AWS Identity Verification presents AWS customer Q5ID | Amazon Web Services,https://youtu.be/hzSWpnkgCe0,
YT:AWS,AWS Identity Verification Solution In Action | Amazon Web Services,https://youtu.be/1b11eUlryCY,
YT:AWS,Now is the time | Amazon Web Services,https://youtu.be/cQXKQGA2SPg,
YT:AWS,Automate your healthcare document processing with AWS AI | Amazon Web Services,https://youtu.be/Sy6Or1GsEx8,
YT:AWS,Automate your publc sector document processing with AWS AI | Amazon Web Services,https://youtu.be/YaH7KzFEiRc,
YT:AWS,Automate insurance document processing with AWS AI | Amazon Web Services,https://youtu.be/_31BU-r-EjU,
YT:AWS,Faster and more accurate decision with AWS Intelligent document processing | Amazon Web Services,https://youtu.be/kCq-iwSVSN8,
YT:AWS,SecurityTalks: GeneraL Compute | Amazon Web Services,https://youtu.be/WykaBikfTtU,
YT:AWS,Start-up with AWS Startups: Episode 1 | Amazon Web Services,https://youtu.be/yfYmxbFajfs,
YT:AWS,AWS Content Moderation in Action | Amazon Web Services,https://youtu.be/PZATLFM64pA,
