feed,title,long_url,short_url
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Water Positive Program | AWS Events,https://youtu.be/-sKm_oYVves,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Volkswagen Financial Services | AWS Events,https://youtu.be/wg2NMNm0CBM,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. The Lord of the Rings: Rings of Power Production | AWS Events,https://youtu.be/wVDYMEIJDKk,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Introducing AWS SimSpace Weaver | AWS Events,https://youtu.be/u_OJhX22oG4,
YT:AWS:Events,AWS re:Invent 2022: AWS on Air ft. How Autodesk Boosts Productivity | AWS Events,https://youtu.be/hn7_Iast49Y,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Industry in Review - Advertising & Marketing | AWS Events,https://youtu.be/4L4DyPASIII,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Introducing Amazon QuickSight Paginated Reports | AWS Events,https://youtu.be/Ae2GCfjNbpM,
YT:AWS:Events,AWS re:Invent 2022: Amazon Macie introduces automated data discovery | AWS Events,https://youtu.be/Cy1OF4Sl_vs,
YT:AWS:Events,AWS re:Invent 2022: AWS on Air ft. Transform Omics Data Into Insights with Amazon Omics | AWS Events,https://youtu.be/3ySRxdrbY8w,
YT:AWS:Events,"AWS re:Invent 2022: AWS On Air Containers Hero, Mike Fielder | AWS Events",https://youtu.be/qBjDHz7mKdQ,
YT:AWS:Events,AWS re:Invent 2022: AWS on Air: Adobe leverages Amazon Connect | AWS Events,https://youtu.be/_HVtAwSDFp4,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Amazon Incentives | AWS Events,https://youtu.be/3zhEMOmhBRw,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. AWS Lambda SnapStart | AWS Events,https://youtu.be/b4w8fBjjYh8,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Cloud cost efficiency with Aurea CloudFix | AWS Events,https://youtu.be/fcCqYTXLcaE,
YT:AWS:Events,AWS re:Invent 2022: AWS On Air ft. Application Modernization with Unisys | AWS Events,https://youtu.be/S_wLlUwW5Nw,
