feed,title,long_url,short_url
YT:AWS,Automate creation & rotation of Amazon SES SMTP Credentials | Amazon Web Services,https://youtu.be/X-7iV4puo8g,
YT:AWS,AWS Customer Carbon Footprint Tool Overview | Amazon Web Services,https://youtu.be/KVTYoGw4u3c,
YT:AWS,Next-gen AWS Outposts racks: Built for tomorrow’s on-premises demands | Amazon Web Services,https://youtu.be/Mu231AhT1AE,
YT:AWS,Lucanet scales global CFO Solution Platform with AWS Cloud | Amazon Web Services,https://youtu.be/CTw0Ucgo09A,
YT:AWS,Transforming customer experience with Amazon Connect and Amazon Q at NatWest | Amazon Web Services,https://youtu.be/lHg_d1m6Be4,
YT:AWS,"Docebo brings 54,000 dashboards to their customers with Amazon QuickSight | Amazon Web Services",https://youtu.be/jbDiT7Gy7Iw,
YT:AWS,Philips Scales Fast and Reliable Digital Pathology with AWS HealthImaging | Amazon Web Services,https://youtu.be/-SUQJbS49tk,
YT:AWS,aCommerce Revolutionizes eCommerce Analytics with Amazon Q in QuickSight | Amazon Web Services,https://youtu.be/Cha9aFjXM20,
YT:AWS,Availity Transforms Healthcare Data Analytics with Amazon Q in QuickSight | Amazon Web Services,https://youtu.be/svEDzO0XKPk,
YT:AWS,Itau Transforms Banking Analytics with Amazon QuickSight | Amazon Web Services,https://youtu.be/x3OhoRjBNRc,
YT:AWS,AWS Dedicated Local Zones Explainer Video | Amazon Web Services,https://youtu.be/05OxVrncZ1c,
