feed,title,long_url,short_url
FDA:PressReleases,FDA Commissioner Tests Positive for COVID-19; Experiencing Mild Symptoms,http://www.fda.gov/news-events/press-announcements/fda-commissioner-tests-positive-covid-19-experiencing-mild-symptoms,https://bit.ly/3TmCwno
