feed,title,long_url,short_url
YT:TheFitnessMaverick,High Box Step-up | The Fitness Maverick Online Coaching,https://youtu.be/czCaFSsSF9c,
YT:TheFitnessMaverick,Dumbbell Straddle Squat | The Fitness Maverick Online Coaching,https://youtu.be/VanHbw7nv6o,
YT:TheFitnessMaverick,Bench Side-lying Hip Abduction | The Fitness Maverick Online Coaching,https://youtu.be/sFN9P8LEbsE,
YT:TheFitnessMaverick,Landmine Lumberjack Squat | The Fitness Maverick Online Coaching,https://youtu.be/XR1Akt1LsNc,
YT:TheFitnessMaverick,Landmine Romanian Deadlift | The Fitness Maverick Online Coaching,https://youtu.be/oBNuIZRQmU8,
YT:TheFitnessMaverick,Meadows Rear Delt Swings | The Fitness Maverick Online Coaching,https://youtu.be/KEVzrgIBGJI,
YT:TheFitnessMaverick,Plate Loaded Row Lats-focused | The Fitness Maverick Online Coaching,https://youtu.be/vd1ALdlZ5RY,
YT:TheFitnessMaverick,Plate Loaded Row Upper Back Focused | The Fitness Maverick Online Coaching,https://youtu.be/jxP3Z3ko9Oo,
YT:TheFitnessMaverick,Seated Dumbbell Lateral Raise | The Fitness Maverick Online Coaching,https://youtu.be/QjEPbROC7Cc,
YT:TheFitnessMaverick,Reverse Pec Fly Machine | The Fitness Maverick Online Coaching,https://youtu.be/nc2dAacSYJE,
YT:TheFitnessMaverick,Seated Pec Fly Machine | The Fitness Maverick Online Coaching,https://youtu.be/lJfSfJEu84Q,
YT:TheFitnessMaverick,Supported Rear Delts Fly | The Fitness Maverick Online Coaching,https://youtu.be/9Z9gHvUCJPo,
