feed,title,long_url,short_url
GN:T:DL,"Demystifying Graph Neural Networks | by Mohamed Mamoun Berrada | Jan, 2024 - Towards Data Science",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vdG93YXJkc2RhdGFzY2llbmNlLmNvbS9kZW15c3RpZnlpbmctZ3JhcGgtbmV1cmFsLW5ldHdvcmtzLWIzNjIyOWVmNjU1NtIBAA?oc=5,https://da.gd/JEOJTk
