feed,title,long_url,short_url
GN:T:CV,Ubicept Raises $8M in Seed Round | Business | Jul 2023 | Vision Spectra - Photonics,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3LnBob3Rvbmljcy5jb20vQXJ0aWNsZXMvVWJpY2VwdF9SYWlzZXNfOE1faW5fU2VlZF9Sb3VuZC9hNjkxOTjSAQA?oc=5,https://da.gd/Ggic
