feed,title,long_url,short_url
YT:LexFridman:AI,"Sam Harris: Trump, Pandemic, Twitter, Elon, Bret, IDW, Kanye, AI & UFOs | Lex Fridman Podcast #365",https://youtu.be/Qyrjgf-_Vdk,
