feed,title,long_url,short_url
YT:TheFitnessMaverick,Belt Squat | The Fitness Maverick Online Coaching,https://youtu.be/-rO_X1YyPwU,
YT:TheFitnessMaverick,"Belt Squat, Band Method | The Fitness Maverick Online Coaching",https://youtu.be/4A2BhVMbs0s,
YT:TheFitnessMaverick,Band Sweeping RDL V.2 | The Fitness Maverick Online Coaching,https://youtu.be/dNku87_Vay8,
YT:TheFitnessMaverick,Band Sweeping RDL V.1 | The Fitness Maverick Online Coaching,https://youtu.be/ygiRbXjw7DY,
YT:TheFitnessMaverick,Band SLRDL | The Fitness Maverick Online Coaching,https://youtu.be/cECx7jhP2hg,
YT:TheFitnessMaverick,Band Goodmorning with Iso Pull-apart | The Fitness Maverick Online Coaching,https://youtu.be/dcESl5HobnE,
YT:TheFitnessMaverick,Skater Lateral Lunge | The Fitness Maverick Online Coaching,https://youtu.be/yM_UP_iZAbU,
YT:TheFitnessMaverick,"Leg Press, Reverse Band Method | The Fitness Maverick Online Coaching",https://youtu.be/5JqgzGw_s-M,
YT:TheFitnessMaverick,Leg Press | The Fitness Maverick Online Coaching,https://youtu.be/bHxZtNnjxSI,
YT:TheFitnessMaverick,"""Complete"" Cable Curls | The Fitness Maverick Online Coaching",https://youtu.be/Ae3bc8o9ONU,
YT:TheFitnessMaverick,Eagle Flyes | The Fitness Maverick Online Coaching,https://youtu.be/rW0Ff-LWYi0,
YT:TheFitnessMaverick,Smith Machine Row from Pins | The Fitness Maverick Online Coaching,https://youtu.be/6dmfJmTpunI,
YT:TheFitnessMaverick,Partial Straight-Arm Pulldowns | The Fitness Maverick Online Coaching,https://youtu.be/xDtlR3Zhk2o,
