feed,title,long_url,short_url
YT:TheFitnessMaverick,Wide Overhand Grip Pull Up | Elite Physique Training,https://youtu.be/MCek7NbiXck,
YT:TheFitnessMaverick,Leg Extension Machine 21s Method | Elite Physique Training,https://youtu.be/qovf8UpuKng,
YT:TheFitnessMaverick,Leg Extension Iso Dynamic Method | Elite Physique Training,https://youtu.be/ppts9zGgqNc,
YT:TheFitnessMaverick,Leg Extension 2-1 Technique | Elite Physique Training,https://youtu.be/A6uZn0JkiEM,
YT:TheFitnessMaverick,Landmine 3 Point Row | Elite Physique Training,https://youtu.be/fiMBYt8yuFI,
YT:TheFitnessMaverick,Meadows Row | Elite Physique Training,https://youtu.be/18ygbNj5ibs,
YT:TheFitnessMaverick,Machine Chest Press Iso Dynamic Method | Elite Physique Training,https://youtu.be/OoAdtsF-QnI,
YT:TheFitnessMaverick,Seated Chest Press Machine | Elite Physique Training,https://youtu.be/12BXLoZFFVY,
YT:TheFitnessMaverick,Shoulder Press Machine Iso Dynamic Method | Elite Physique Training,https://youtu.be/M_PA3gqF9XE,
YT:TheFitnessMaverick,Seated Shoulder Press Machine | Elite Physique Training,https://youtu.be/Hdm9M1nMlgw,
YT:TheFitnessMaverick,Single Leg Leg Extension | Elite Physique Training,https://youtu.be/I5TXByXJ2JM,
YT:TheFitnessMaverick,Modified Dragon Flag | Elite Physique Training,https://youtu.be/W0PCbkWiFok,
YT:TheFitnessMaverick,Hanging Knee Raise | Elite Physique Training,https://youtu.be/xXCdzVwgXR4,
YT:TheFitnessMaverick,Heavy Kettlebell Swing | Elite Physique Training,https://youtu.be/i80iuqsK0YY,
YT:TheFitnessMaverick,Heavy Partial Range Kettlebell Swing | Elite Physique Training,https://youtu.be/qsq-cLw85Hw,
