feed,title,long_url,short_url
GN:S:RL,"Global $5.55 Billion Artificial Intelligence (Ai) in Drug Discovery Markets, Analysis & Forecasts, 2017-2021 & 2022-2027 by Application; Therapeutic Area; Offering; Technology; Region - PR Newswire",https://www.prnewswire.com/news-releases/global-5-55-billion-artificial-intelligence-ai-in-drug-discovery-markets-analysis--forecasts-2017-2021--2022-2027-by-application-therapeutic-area-offering-technology-region-301499963.html,https://prn.to/3vUDNKk
