feed,title,long_url,short_url
YT:AWS,PAOK TV Streaming on AWS | Customer Success Story | Amazon Web Services,https://youtu.be/tDNHfGAen-I,
YT:AWS,BEAT on AWS | Customer Success Story | Amazon Web Services,https://youtu.be/IqUC5-VYEd4,
YT:AWS,Qivos on AWS | Customer Success Story | Amazon Web Services,https://youtu.be/F8wj_bulYjg,
YT:AWS,DeepSea.ai on AWS | Customer Success Story | Amazon Web Services,https://youtu.be/j2U58w7f7z0,
YT:AWS,WIND Hellas on AWS | Customer Success Story | Amazon Web Services,https://youtu.be/o8yOD8b7PoA,
