feed,title,long_url,short_url
gNews,"Understanding Reinforcement Learning Hands-On: Introduction | by Alejandro Aristizabal | Aug, 2020 | Towards Data ... - Towards Data Science",https://news.google.com/rss/articles/CBMibGh0dHBzOi8vdG93YXJkc2RhdGFzY2llbmNlLmNvbS91bmRlcnN0YW5kaW5nLXJlaW5mb3JjZW1lbnQtbGVhcm5pbmctaGFuZHMtb24tcGFydC0xLWludHJvZHVjdGlvbi00NGUzYjAxMWNmNtIBAA?oc=5,https://da.gd/hHJbRp
