feed,title,long_url,short_url
GN:T:ML,Deep learning pioneer Geoffrey Hinton quits Google - MIT Technology Review,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LnRlY2hub2xvZ3lyZXZpZXcuY29tLzIwMjMvMDUvMDEvMTA3MjQ3OC9kZWVwLWxlYXJuaW5nLXBpb25lZXItZ2VvZmZyZXktaGludG9uLXF1aXRzLWdvb2dsZS_SAWtodHRwczovL3d3dy50ZWNobm9sb2d5cmV2aWV3LmNvbS8yMDIzLzA1LzAxLzEwNzI0NzgvZGVlcC1sZWFybmluZy1waW9uZWVyLWdlb2ZmcmV5LWhpbnRvbi1xdWl0cy1nb29nbGUvYW1wLw?oc=5,https://da.gd/On24Oa
GN:T:ML,Webinar | Using Machine Learning and Hyperscaled Cloud to Deliver Zero Trust - BankInfoSecurity,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmJhbmtpbmZvc2VjdXJpdHkuY29tL3dlYmluYXJzL3dlYmluYXItdXNpbmctbWFjaGluZS1sZWFybmluZy1oeXBlcnNjYWxlZC1jbG91ZC10by1kZWxpdmVyLXplcm8tdHJ1c3Qtdy00ODMy0gEA?oc=5,https://da.gd/BUYu7f
GN:T:ML,MSCA Postdoctoral Fellowship call 2023: Machine learning and brain imaging for personalized medicine job with UNIVERSITY OF EASTERN FINLAND | 338351 - Times Higher Education,https://news.google.com/rss/articles/CBMioAFodHRwczovL3d3dy50aW1lc2hpZ2hlcmVkdWNhdGlvbi5jb20vdW5pam9icy9saXN0aW5nLzMzODM1MS9tc2NhLXBvc3Rkb2N0b3JhbC1mZWxsb3dzaGlwLWNhbGwtMjAyMy1tYWNoaW5lLWxlYXJuaW5nLWFuZC1icmFpbi1pbWFnaW5nLWZvci1wZXJzb25hbGl6ZWQtbWVkaWNpbmUv0gEA?oc=5,https://da.gd/Hbhvl7
