feed,title,long_url,short_url
GN:T:SL,"Letters: Bad housing bet | Ban nukes | Prop. 13 needed | Republicans, speak up | Heated rhetoric | Minority rule - The Mercury News",https://www.mercurynews.com/2022/01/14/letters-675,
