feed,title,long_url,short_url
AWS:Blog,New – Site-to-Site Connectivity with AWS Direct Connect SiteLink,https://aws.amazon.com/blogs/aws/new-site-to-site-connectivity-with-aws-direct-connect-sitelink/,https://go.aws/3obacYW
AWS:Blog,New – Enhanced Dead-letter Queue Management Experience for Amazon SQS Standard Queues,https://aws.amazon.com/blogs/aws/enhanced-dlq-management-sqs/,https://go.aws/32L0Qut
AWS:Blog,Network Address Management and Auditing at Scale with Amazon VPC IP Address Manager,https://aws.amazon.com/blogs/aws/network-address-management-and-auditing-at-scale-with-amazon-vpc-ip-address-manager/,https://go.aws/3pjhn0n
AWS:Blog,New – Amazon VPC Network Access Analyzer,https://aws.amazon.com/blogs/aws/new-amazon-vpc-network-access-analyzer/,https://go.aws/3DfQEab
AWS:Blog,AWS Shield Advanced Update – Automatic Application Layer DDoS Mitigation,https://aws.amazon.com/blogs/aws/aws-shield-advanced-update-automatic-application-layer-ddos-mitigation/,https://go.aws/3rs8ULd
