feed,title,long_url,short_url
InfoQ,New Exploit Breaks Current Spectre Defenses; Fixes Hard Without Performance Impact,https://www.infoq.com/news/2021/05/new-spectre-exploit-fixes-hard/?utm_campaign=infoq_content&utm_source=infoq&utm_medium=feed&utm_term=global,https://j.mp/3uCEpAL
