feed,title,long_url,short_url
YT:AWS:Events,Generative AI use cases | AWS Events,https://youtu.be/bG0YfHFtM_0,
YT:AWS:Events,Customizing generative AI applications for your business using your data | AWS Events,https://youtu.be/ZB0tI0M-pCc,
YT:AWS:Events,Generative AI for technology leaders | AWS Events,https://youtu.be/SQQXNh9Qxao,
YT:AWS:Events,Foundation Models: Blueprints for success | AWS Events,https://youtu.be/Tv1_iKACggo,
YT:AWS:Events,How Rocket Companies modernized their data strategy on AWS | AWS Events,https://youtu.be/Qj3YS1wfztM,
YT:AWS:Events,Keeping pets happy and healthy: Purina’s journey with generative AI | AWS Events,https://youtu.be/eXzGU7SM5vg,
YT:AWS:Events,How Mixbook leveraged genAI to offer personalized photo book experiences | AWS Events,https://youtu.be/jlbcV7Fuil4,
YT:AWS:Events,AWS re:Inforce 2024 Keynote featuring Amazon Security Lake | AWS Events,https://youtu.be/SVhrUrkTglA,
