feed,title,long_url,short_url
YT:AWS,"AWS Behind the Cloud: Meet Andrés Tahta, Latin America Executive | Amazon Web Services",https://youtu.be/5CQXx3FmRvI,
YT:AWS,VIDA's Mission to Enable a World of Trust with AWS | Amazon Web Services,https://youtu.be/Pug2KHG0uGo,
YT:AWS,Optimize costs with DynamoDB on-demand vs provisioned choosing the right mode | Amazon Web Services,https://youtu.be/3DKQgVIOfTQ,
YT:AWS,AWS Graviton improved SAP HANA price performance by 35% with 45% less energy | Amazon Web Services,https://youtu.be/Qdxly8HhLgI,
YT:AWS,Generative AI RAN Chatbot | Amazon Web Services,https://youtu.be/nvo9gApWsGw,
YT:AWS,Amazon Titan - high-performing foundations models on Amazon Bedrock | Amazon Web Services,https://youtu.be/YTk30UbGIZU,
YT:AWS,AI21 on Amazon Bedrock - Foundation Models & AI Systems for the Enterprise | Amazon Web Services,https://youtu.be/BNHkZyEpF1g,
YT:AWS,Delivering Real-Time Engaging Experiences Using AWS AppSync | Amazon Web Services,https://youtu.be/BkbhGzGlO0k,
YT:AWS,United Airlines uses Amazon Bedrock to innovate 50-year old technology | Amazon Web Services,https://youtu.be/CZvCoWblAzk,
YT:AWS,How iFood quickly built a virtual waiter with Amazon Bedrock | Amazon Web Services,https://youtu.be/ZXeF37xH69w,
YT:AWS,TUI delivers high quality content in under 10 seconds with Amazon Bedrock | Amazon Web Services,https://youtu.be/ZIjKn7rEC8Q,
YT:AWS,Defining the Role of Distinguished Engineers at AWS | Amazon Web Services,https://youtu.be/1yxWbw0CxR4,
YT:AWS,Panasonic Energy of North America simplifies digital transformation with AWS | Amazon Web Services,https://youtu.be/-SeTnrbvklA,
