feed,title,long_url,short_url
YT:TheFitnessMaverick,Single Arm Bench DB Row | Elite Physique Training,https://youtu.be/7osTWtyqWao,
YT:TheFitnessMaverick,Barbell Bench Press | Elite Physique Training,https://youtu.be/-Nleva9XP8U,
YT:TheFitnessMaverick,Incline Barbell Bench Press | Elite Physique Training,https://youtu.be/-By6stmUMrI,
YT:TheFitnessMaverick,Quads Focused Leg Press | Elite Physique Training,https://youtu.be/cPK0_ORko9w,
YT:TheFitnessMaverick,Barbell Front Squat | Elite Physique Training,https://youtu.be/12W6TSTviiM,
YT:TheFitnessMaverick,Glute & Ham Focused Leg Press | Elite Physique Training,https://youtu.be/gYQgDWMrbhg,
YT:TheFitnessMaverick,Decline Barbell Bench Press | Elite Physique Training,https://youtu.be/h9u5CHaiQaM,
YT:TheFitnessMaverick,Smith Machine Standing Calves Raise | Elite Physique Training,https://youtu.be/wMmqdSvS3G0,
YT:TheFitnessMaverick,Safety Bar Squat | Elite Physique Training,https://youtu.be/h3BFPLKvtG8,
YT:TheFitnessMaverick,Side Single Arm Straight Arm Pulldown | Elite Physique Training,https://youtu.be/QRvV351Ivow,
YT:TheFitnessMaverick,Standing Single Arm Cable Row | Elite Physique Training,https://youtu.be/pBbbR6ypIEs,
YT:TheFitnessMaverick,Single Arm Supported Cable Row | Elite Physique Training,https://youtu.be/xV2nON8gX3E,
YT:TheFitnessMaverick,Single Arm Bench Supported Lat Pulldown | Elite Physique Training,https://youtu.be/Gn82c12O9FM,
YT:TheFitnessMaverick,Single-Arm Straight Arm Lat Pull Down | Elite Physique Training,https://youtu.be/R3K7O3ryNHo,
YT:TheFitnessMaverick,Single Arm Cable Lat Stretchers | Elite Physique Training,https://youtu.be/PqqwdGWrA1w,
