feed,title,long_url,short_url
GN:T:GP,IAEA Nuclear Energy Vital For Global Green Goals - OilPrice,https://news.google.com/rss/articles/CBMia2h0dHBzOi8vb2lscHJpY2UuY29tL0FsdGVybmF0aXZlLUVuZXJneS9OdWNsZWFyLVBvd2VyL0lBRUEtTnVjbGVhci1FbmVyZ3ktVml0YWwtRm9yLUdsb2JhbC1HcmVlbi1Hb2Fscy5odG1s0gFvaHR0cHM6Ly9vaWxwcmljZS5jb20vQWx0ZXJuYXRpdmUtRW5lcmd5L051Y2xlYXItUG93ZXIvSUFFQS1OdWNsZWFyLUVuZXJneS1WaXRhbC1Gb3ItR2xvYmFsLUdyZWVuLUdvYWxzLmFtcC5odG1s?oc=5,https://da.gd/ncWP
GN:T:GP,Louisville SDF unveils new geothermal technology | whas11.com - WHAS11,https://news.google.com/rss/articles/CBMigQFodHRwczovL3d3dy53aGFzMTEuY29tL3ZpZGVvL25ld3MvbG9jYWwvbG91aXN2aWxsZS1zZGYtdW52ZWlscy1uZXctZ2VvdGhlcm1hbC10ZWNobm9sb2d5LzQxNy0wMTM2ZWZjZC0wNWM0LTQxYTgtOTE4NC0wMmM5MWI4NTMxYTDSAQA?oc=5,https://da.gd/fGNTqV
GN:T:GP,Τürkiye's electricity installed capacity exceeds to 105000 MW in 100 years of Turkish republic - Anadolu Agency | English,https://news.google.com/rss/articles/CBMirQFodHRwczovL3d3dy5hYS5jb20udHIvZW4vMTAwdGgtYW5uaXZlcnNhcnktb2YtcmVwdWJsaWMtb2YtdHVya2l5ZS8lQ0YlODR1cmtpeWVzLWVsZWN0cmljaXR5LWluc3RhbGxlZC1jYXBhY2l0eS1leGNlZWRzLXRvLTEwNS0wMDAtbXctaW4tMTAwLXllYXJzLW9mLXR1cmtpc2gtcmVwdWJsaWMvMzAzMDEwMdIBAA?oc=5,https://da.gd/CTGG
