feed,title,long_url,short_url
YT:AWS,AWS Launch Wizard for SAP | Amazon Web Services,https://youtu.be/uAH9nIkNlws,
YT:AWS,AWS Customer Success Story: Nexthink | Amazon Web Services,https://youtu.be/XX87hGd4E4Y,
YT:AWS,Amazon CloudWatch App Insights for SAP HANA | Amazon Web Services,https://youtu.be/8RiXchAXRQk,
YT:AWS,Rise with SAP on AWS HA/DR Pattern | Amazon Web Services,https://youtu.be/2VN6OHwZNFc,
YT:AWS,Rise with SAP on AWS | Amazon Web Services,https://youtu.be/FW6gMs9NnMo,
YT:AWS,HA/DR Architecture Pattern | Amazon Web Services,https://youtu.be/dSvgR1wIjSU,
YT:AWS,Modernization for SAP on AWS | Amazon Web Services,https://youtu.be/CTwrRIrUgNU,
YT:AWS,SAP HANA with Amazon Fsx for Netapp Ontap | Amazon Web Services,https://youtu.be/mi_2vOMJ68s,
YT:AWS,Securing SAP on AWS | Amazon Web Services,https://youtu.be/tBmgJUe6QmA,
YT:AWS,ODP Based Extraction with Appflow | Amazon Web Services,https://youtu.be/0-vTJfRJg9s,
YT:AWS,AWS Migration Hub Orchestrator | Amazon Web Services,https://youtu.be/Y1UNQn66y9w,
YT:AWS,SAP on AWS - DR Strategies | Amazon Web Services,https://youtu.be/eJTtRA0VSMA,
YT:AWS,AWS Backup for SAP HANA DB | Amazon Web Services,https://youtu.be/-lKDBCc5ty8,
YT:AWS,Automate SAP HANA DB Restore using AWS Systems Manager | Amazon Web Services,https://youtu.be/jrq0m3twxgo,
YT:AWS,Amazon Detective Finding Groups | Amazon Web Services,https://youtu.be/6E0IKlHwQhM,
