feed,title,long_url,short_url
GN:T:GP,US appeals court rejects bid to block Nevada geothermal power plant - KRNV,https://mynews4.com/news/local/us-appeals-court-rejects-bid-to-block-nevada-geothermal-power-plant-environment,
GN:T:GP,US appeals court denies bid to block Nevada geothermal plant - Hilton Head Island Packet,https://www.islandpacket.com/news/business/article264062776.html,
GN:T:GP,Geothermal Plant Endangered Toad | Associated Press National | nvdaily.com - Northern Virginia Daily,https://www.nvdaily.com/associated_press_national/geothermal-plant-endangered-toad/image_fc436a64-4d84-5410-9b35-7724a9943e75.html,
GN:T:GP,Geothermal Plant Endangered Toad | National | heraldpalladium.com - Herald Palladium,https://www.heraldpalladium.com/news/national/geothermal-plant-endangered-toad/image_e2bac77e-2fbf-5ec4-8b4c-bb277627b094.html,
GN:T:GP,Geothermal Plant Endangered Toad | National News | goshennews.com - Goshen News,https://www.goshennews.com/news/national_news/geothermal-plant-endangered-toad/image_94044c53-3d3b-5c7a-b434-48e37ed5508e.html,
