feed,title,long_url,short_url
YT:DeepMind,DeepMind x UCL | Deep Learning Lectures | 10/12 | Unsupervised Representation Learning,https://youtu.be/f0s-uvvXvWg,
YT:DeepMind,DeepMind x UCL | Deep Learning Lectures | 9/12 | Generative Adversarial Networks,https://youtu.be/wFsI2WqUfdA,
YT:DeepMind,DeepMind x UCL | Deep Learning Lectures | 8/12 | Attention and Memory in Deep Learning,https://youtu.be/AIiwuClvH6k,
YT:DeepMind,DeepMind x UCL | Deep Learning Lectures | 7/12 | Deep Learning for Natural Language Processing,https://youtu.be/8zAP2qWAsKg,
