feed,title,long_url,short_url
YT:TheFitnessMaverick,Dumbbell Wrist Extension | The Fitness Maverick Online Coaching,https://youtu.be/nF2B62JfFxA,
YT:TheFitnessMaverick,Band Push Up | The Fitness Maverick Online Coaching,https://youtu.be/T7g0nnYFPGU,
YT:TheFitnessMaverick,Band Bicep Curl 100's | The Fitness Maverick Online Coaching,https://youtu.be/UgNjgRWGG9I,
YT:TheFitnessMaverick,Single Leg DB Calf Raise | The Fitness Maverick Online Coaching,https://youtu.be/VXh74ay-VBo,
YT:TheFitnessMaverick,Chest-Supported Delt-Focused Y-Raise | The Fitness Maverick Online Coaching,https://youtu.be/IQN76cZyJEw,
YT:TheFitnessMaverick,Dumbbell Lateral Raise | The Fitness Maverick Online Coaching,https://youtu.be/q-5UJGgIf2I,
YT:TheFitnessMaverick,Single-Arm Eccentric DB Push Press | The Fitness Maverick Online Coaching,https://youtu.be/m3RTweSWpKY,
YT:TheFitnessMaverick,Front Heel Elevated DB Split-Squat | The Fitness Maverick Online Coaching,https://youtu.be/CUQKNksIIIw,
YT:TheFitnessMaverick,Reverse EZ Bar Curl | The Fitness Maverick Online Coaching,https://youtu.be/iWFMaQHBCPM,
YT:TheFitnessMaverick,Short-Step DB Split-Squat | The Fitness Maverick Online Coaching,https://youtu.be/PNN2M_QubE8,
YT:TheFitnessMaverick,1 5 Knee Raise | The Fitness Maverick Online Coaching,https://youtu.be/gweG9YKFj3I,
YT:TheFitnessMaverick,Partial ROM Knee Raise | The Fitness Maverick Online Coaching,https://youtu.be/YmvsAF5FxIo,
YT:TheFitnessMaverick,Oblique Knee Raise | The Fitness Maverick Online Coaching,https://youtu.be/xwlPsTjIOO8,
YT:TheFitnessMaverick,Single Arm Cable Rear Delt Raise | The Fitness Maverick Online Coaching,https://youtu.be/WcuQkj7LKIk,
YT:TheFitnessMaverick,Single-Arm Cable Lateral Raise | The Fitness Maverick Online Coaching,https://youtu.be/gRYAYu5Q3hQ,
