feed,title,long_url,short_url
GN:S:RL,"Earth Day Special Coffee Briefing April 26, 2022 - Telus launches Buy One, Plant One campaign; Intel commits to net-zero greenhouse gas emissions; and more - IT World Canada",https://www.itworldcanada.com/article/earth-day-special-coffee-briefing-april-26-2022-telus-launches-buy-one-plant-one-campaign-intel-commits-to-net-zero-greenhouse-gas-emissions-and-more/481279,https://bit.ly/38qHMo5
