feed,title,long_url,short_url
YT:AWS:Events,SIGGRAPH 2021: The camera always lies: our change from a physical to a virtual studio | AWS Events,https://youtu.be/JSHecjOA5A4,
YT:AWS:Events,AWS Container Day 2021: Build containerized apps using AWS Copilot CLI & AWS CDK | AWS Events,https://youtu.be/_HdscMu6wtM,
YT:AWS:Events,Improve your existing applications with AWS serverless principles | AWS Events,https://youtu.be/AWEc_OcWsI0,
YT:AWS:Events,AWS Developer Webinar Series: Five design patterns to build more resilient applications | AWS Events,https://youtu.be/CDX7oQkuf3A,
YT:AWS:Events,Implementing GraphQL API security best practices with AWS AppSync | AWS Events,https://youtu.be/1ASMLeJ_15U,
